disbursed_amount,asset_cost,branch_id,Employment.Type,DisbursalDate,State_ID,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PRI.NO.OF.ACCTS,PRI.CURRENT.BALANCE,SEC.NO.OF.ACCTS,PRIMARY.INSTAL.AMT,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default,Age,marital status
58513,76450,202,Self employed,05/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Divorced
53078,72546,202,Self employed,07/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,46,Divorced
49878,66224,202,Salaried,31/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Divorced
56850,77891,202,Salaried,27/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Divorced
40894,54876,202,Salaried,31/10/2018,18,0,0,17,1,41500,0,0,0,0yrs 0mon,0,1,39,Divorced
53903,66350,202,Salaried,17/10/2018,18,0,0,738,1,8750,0,0,0,0yrs 4mon,1,0,30,Divorced
31400,61595,202,Salaried,11/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Divorced
32900,62203,202,Salaried,23/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,48,Divorced
46645,65350,202,Salaried,21/10/2018,18,0,0,708,4,28093,0,0,0,0yrs 9mon,0,0,31,Divorced
40994,67280,202,Salaried,15/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Divorced
55100,66060,202,Salaried,20/10/2018,18,0,0,738,3,40060,0,0,0,2yrs 1mon,0,1,37,Divorced
53303,65950,202,Salaried,31/10/2018,18,0,0,0,0,0,42,0,1,3yrs 10mon,0,0,31,Divorced
48800,60077,202,Salaried,24/10/2018,18,0,0,643,1,60456,0,2950,0,0yrs 7mon,0,0,36,Divorced
54700,66585,202,Salaried,23/09/2018,18,0,0,832,2,0,0,0,0,1yrs 2mon,0,0,47,Divorced
45340,60160,202,Salaried,29/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Divorced
42899,56490,202,Salaried,30/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Divorced
50078,66923,202,Salaried,16/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,37,Divorced
57259,99553,202,Salaried,27/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Divorced
42649,70288,202,Salaried,26/10/2018,18,0,0,17,1,45260,0,0,0,0yrs 3mon,0,0,32,Divorced
41900,60401,202,Salaried,28/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,33,Divorced
43849,61457,202,Salaried,24/08/2018,18,0,0,418,3,233664,4,0,1,1yrs 9mon,0,0,44,Divorced
22174,65050,202,Salaried,31/10/2018,18,0,0,15,1,202630,0,0,0,0yrs 2mon,1,0,32,Divorced
50078,57782,202,Salaried,18/10/2018,18,0,0,732,1,937113,0,0,0,1yrs 6mon,0,0,47,Divorced
46850,66939,202,Salaried,19/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Divorced
38300,60070,202,Salaried,28/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Divorced
34439,50231,202,Salaried,08/09/2018,18,0,0,719,5,50686,0,3233,0,2yrs 1mon,0,0,?,Divorced
51300,78580,202,Salaried,29/08/2018,18,0,0,694,5,5339,0,0,0,3yrs 4mon,0,1,41,Divorced
46800,63305,202,Salaried,11/10/2018,18,0,0,708,7,21979,0,0,0,3yrs 11mon,0,0,35,Divorced
48804,64940,202,Salaried,25/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Divorced
49800,64540,202,Salaried,21/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Divorced
41349,64504,202,Salaried,27/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Divorced
28800,53435,202,Self employed,06/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Divorced
46499,59580,202,Salaried,20/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,28,Divorced
54060,67885,202,Salaried,23/08/2018,18,0,0,708,4,30020,0,0,0,1yrs 4mon,0,0,37,Divorced
56250,70953,202,Salaried,22/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Divorced
33152,63225,202,Salaried,30/08/2018,18,0,0,0,0,0,1,0,0,0yrs 1mon,0,0,33,Divorced
40694,60137,202,Salaried,27/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Divorced
40510,52495,202,Salaried,31/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Divorced
46800,64540,202,Salaried,23/09/2018,18,0,0,709,1,34932,0,0,0,1yrs 3mon,0,0,44,Divorced
55859,65950,202,Salaried,31/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,48,Divorced
48599,65648,202,Salaried,22/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Divorced
42449,56418,202,Salaried,30/08/2018,18,0,0,708,6,13440,0,0,0,0yrs 7mon,1,0,33,Divorced
53803,75153,34,Self employed,23/10/2018,6,0,0,506,47,422231,0,43086,2,4yrs 5mon,2,0,52,Married
54303,75153,34,Self employed,27/10/2018,6,0,1,825,2,8746,0,3417,0,1yrs 7mon,0,0,45,Married
54013,70527,34,Self employed,26/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,59,Married
49078,64831,34,Salaried,21/08/2018,6,0,0,654,6,7794,0,4397,0,3yrs 11mon,1,0,37,Married
56259,72831,34,Salaried,24/10/2018,6,0,0,471,9,1342776,0,12654,1,5yrs 2mon,0,0,39,Married
58659,66964,34,Self employed,30/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Married
51078,63142,34,Salaried,09/08/2018,6,0,0,832,8,0,0,0,0,3yrs 0mon,0,0,50,Married
65669,76842,19,Salaried,17/10/2018,4,0,0,15,1,11198,0,2063,0,0yrs 0mon,1,0,32,Single
65382,86978,19,Salaried,25/09/2018,4,0,0,710,2,40000,0,1478,0,0yrs 7mon,3,0,34,Single
67179,76628,19,Salaried,21/09/2018,4,0,0,708,11,19401,0,5380,0,1yrs 5mon,0,0,32,Single
59013,68461,19,Salaried,17/09/2018,4,0,0,771,2,2033538,0,17608,0,0yrs 3mon,1,0,36,Single
62213,71079,19,Salaried,28/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
31484,65198,19,Salaried,30/08/2018,4,0,0,636,6,2580769,0,0,0,6yrs 7mon,0,0,41,Single
64082,73366,19,Self employed,04/08/2018,4,0,0,17,1,19037,0,1801,0,0yrs 6mon,1,0,29,Single
52578,64401,19,Salaried,28/09/2018,4,0,0,768,7,494043,0,6212,0,7yrs 7mon,0,0,53,Single
58513,66726,19,Self employed,30/08/2018,4,0,0,17,1,9800,0,0,0,0yrs 2mon,0,0,39,Single
40294,73243,19,Salaried,31/08/2018,4,0,0,17,1,42000,0,0,0,0yrs 0mon,0,0,31,Single
54113,63089,19,Salaried,14/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
39394,83716,19,Self employed,14/08/2018,4,0,0,455,9,1038464,0,2095000,2,5yrs 1mon,0,1,39,Single
57013,66378,19,Self employed,08/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,36,Single
67282,76628,19,Salaried,11/09/2018,4,0,0,825,1,0,0,2435,0,0yrs 7mon,2,0,28,Single
75579,87417,19,Salaried,30/10/2018,4,0,0,16,4,43063,0,8158,0,2yrs 1mon,3,0,42,Single
66669,76628,19,Self employed,30/09/2018,4,0,0,630,35,100772,3,36850,0,1yrs 8mon,2,1,42,Single
53959,62212,19,Self employed,06/08/2018,4,0,0,825,1,0,0,1397,0,0yrs 5mon,0,0,?,Single
57659,73194,19,Salaried,14/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Single
43694,64973,19,Salaried,25/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Single
67282,76628,19,Salaried,11/09/2018,4,0,0,569,9,71824,0,6569,1,2yrs 1mon,0,1,33,Single
54459,65752,19,Self employed,10/09/2018,4,0,0,15,1,15990,0,0,0,0yrs 1mon,0,0,?,Single
63247,72098,19,Self employed,16/09/2018,4,0,0,781,9,921854,0,51568,0,13yrs 5mon,0,0,?,Single
51503,73341,19,Salaried,24/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Single
46295,65198,19,Self employed,16/08/2018,4,0,0,15,1,17108,0,0,0,0yrs 0mon,0,0,37,Single
65469,76882,19,Self employed,24/09/2018,4,0,0,0,0,0,6,0,0,7yrs 6mon,0,0,39,Single
52703,68930,105,Self employed,27/10/2018,6,0,0,15,1,70000,0,0,0,0yrs 0mon,0,0,50,Married
52478,68930,105,Self employed,31/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Married
42939,60562,105,Salaried,31/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Married
45969,63393,105,Self employed,14/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Married
54853,68273,105,Self employed,14/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,38,Married
30484,42940,105,Self employed,28/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,48,Married
45049,54370,105,Self employed,01/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,2,1,49,Married
49626,62036,105,Salaried,13/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,44,Married
42743,60501,105,Self employed,22/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,47,Married
58973,76681,105,Salaried,24/10/2018,6,0,0,730,3,85205,0,0,0,3yrs 0mon,0,0,47,Married
44349,53460,105,Salaried,29/08/2018,6,0,0,18,1,0,0,0,0,3yrs 3mon,0,0,53,Married
52478,68930,105,Salaried,26/10/2018,6,0,0,749,4,274066,0,3725,0,2yrs 7mon,0,1,35,Married
43821,58075,105,Salaried,31/08/2018,6,0,0,615,1,0,0,0,0,1yrs 5mon,0,1,33,Married
41918,59601,105,Salaried,12/09/2018,6,0,0,15,1,26000,0,1681,0,0yrs 0mon,0,0,35,Married
43617,58075,105,Salaried,31/08/2018,6,0,0,691,8,238906,0,8406,0,1yrs 9mon,0,0,53,Married
49038,66579,105,Self employed,19/10/2018,6,0,0,571,1,117283,0,0,0,2yrs 8mon,0,0,58,Married
40869,68036,105,Self employed,31/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,46,Married
34209,66579,105,Salaried,19/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Married
52703,68930,105,Self employed,26/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,46,Married
44649,65502,61,Salaried,25/09/2018,6,0,0,844,9,1690801,0,17889,0,6yrs 2mon,0,0,49,Married
56213,65885,61,Salaried,23/08/2018,6,0,0,825,1,0,0,0,0,3yrs 0mon,1,0,?,Married
69517,87101,61,Self employed,29/08/2018,6,0,0,628,1,0,0,900,0,1yrs 0mon,0,0,29,Married
61513,71912,61,Self employed,26/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,48,Married
57059,66352,61,Salaried,18/08/2018,6,0,0,738,2,10493,0,0,0,1yrs 2mon,0,0,49,Married
56259,69174,61,Self employed,08/09/2018,6,0,0,845,5,0,0,520000,0,2yrs 5mon,0,0,43,Married
52378,68192,61,Salaried,24/08/2018,6,0,0,825,1,0,0,1404,0,0yrs 6mon,0,0,31,Married
60347,70319,61,Salaried,31/08/2018,6,0,0,654,3,414316,0,60000,0,3yrs 6mon,0,0,?,Married
47249,61146,61,Salaried,30/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,40,Married
53003,62712,61,Self employed,30/08/2018,6,0,0,300,9,0,0,5244,0,14yrs 1mon,0,0,57,Married
61613,71184,61,Salaried,24/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Married
59447,68818,61,Salaried,24/10/2018,6,0,0,344,1,0,0,1900,0,1yrs 0mon,0,0,29,Married
44549,71889,61,Salaried,21/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,28,Married
61313,73714,61,Self employed,15/10/2018,6,0,0,626,12,30938,0,10286,0,3yrs 1mon,0,0,38,Married
56459,69511,61,Self employed,11/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Married
48349,59170,79,Salaried,22/08/2018,18,0,0,700,2,4908,0,0,0,1yrs 0mon,0,0,40,Divorced
49578,64928,79,Salaried,28/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,28,Divorced
50078,60695,79,Self employed,28/08/2018,18,0,0,630,8,3994268,0,22042,1,3yrs 2mon,1,0,42,Divorced
55513,72205,79,Salaried,22/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Divorced
45349,70205,79,Salaried,16/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Divorced
52078,60605,79,Salaried,24/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,34,Divorced
49303,59150,79,Salaried,20/08/2018,18,1,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Divorced
55259,63978,79,Salaried,11/10/2018,18,0,0,738,1,58857,0,0,0,1yrs 4mon,0,0,39,Divorced
54759,66148,79,Salaried,24/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,48,Divorced
48349,59170,79,Salaried,06/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Divorced
59447,76497,79,Self employed,13/10/2018,18,0,0,738,1,4378,0,2288,0,0yrs 4mon,0,0,37,Divorced
44349,62634,79,Self employed,08/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,30,Divorced
54513,70401,79,Salaried,20/10/2018,18,0,0,686,2,11002,0,0,0,5yrs 9mon,0,0,48,Divorced
43894,62203,79,Salaried,20/10/2018,18,0,0,699,16,95077,0,7001,0,3yrs 0mon,1,0,32,Divorced
39394,62334,79,Salaried,16/09/2018,18,0,0,825,1,0,0,0,0,4yrs 0mon,0,0,60,Divorced
42894,63948,79,Salaried,30/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Divorced
21574,59170,79,Salaried,29/08/2018,18,0,0,690,1,-106,0,0,0,1yrs 6mon,0,0,29,Divorced
44349,60475,79,Salaried,14/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Divorced
47145,54910,79,Self employed,28/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Divorced
55013,66465,79,Self employed,24/08/2018,18,0,0,454,2,1226521,0,10736,1,1yrs 6mon,0,0,34,Divorced
40994,77576,79,Self employed,24/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Divorced
19574,54510,79,Salaried,31/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Divorced
49303,63948,79,Salaried,24/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Divorced
58947,68801,79,Salaried,25/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,30,Divorced
46849,65146,79,Self employed,17/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,31,Divorced
62213,71643,79,Salaried,30/09/2018,18,0,0,774,1,0,0,0,0,7yrs 2mon,0,1,48,Divorced
55513,68231,79,Salaried,31/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,29,Divorced
55259,63414,79,Self employed,20/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Divorced
52078,60580,79,Salaried,22/08/2018,18,0,0,15,4,33216,0,0,0,0yrs 2mon,0,0,37,Divorced
50303,58580,79,Salaried,27/08/2018,18,0,0,778,1,368,0,0,0,0yrs 10mon,0,0,38,Divorced
36439,65320,79,Self employed,06/08/2018,18,0,0,758,5,501228,0,0,0,2yrs 1mon,0,0,53,Divorced
40210,59170,79,Salaried,13/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Divorced
52078,60050,79,Salaried,29/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,40,Divorced
48849,64228,79,Salaried,27/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Divorced
57013,65960,79,Salaried,20/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Divorced
52078,60650,79,Self employed,13/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Divorced
55259,64053,79,Salaried,14/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,51,Divorced
43394,59170,79,Self employed,14/08/2018,18,0,0,680,1,8715,0,0,0,1yrs 3mon,0,0,30,Divorced
55513,72205,79,Self employed,25/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,55,Divorced
56759,68675,79,Salaried,31/10/2018,18,0,0,732,2,857671,0,8239,0,0yrs 8mon,0,0,34,Divorced
54013,63053,79,Self employed,29/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,30,Divorced
44349,65320,79,Salaried,13/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Divorced
46349,62414,79,Salaried,20/09/2018,18,0,0,780,6,7171,1,0,0,0yrs 8mon,0,0,35,Divorced
42394,54630,79,Salaried,29/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Divorced
52078,60080,79,Self employed,06/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,48,Divorced
53078,61415,79,Salaried,30/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Divorced
53078,61590,79,Self employed,20/08/2018,18,0,0,629,3,3118,0,2050,0,2yrs 11mon,0,1,40,Divorced
57513,69657,79,Salaried,31/10/2018,18,0,0,749,3,5625,0,0,0,2yrs 1mon,0,0,49,Divorced
44645,59075,79,Salaried,23/10/2018,18,0,0,0,0,0,1,0,1,0yrs 9mon,0,0,39,Divorced
57513,65957,79,Salaried,20/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,49,Divorced
52078,60393,79,Self employed,22/08/2018,18,0,0,0,0,0,3,0,0,4yrs 0mon,0,1,54,Divorced
56259,64960,79,Salaried,31/08/2018,18,0,0,646,2,60323,0,1214,0,0yrs 3mon,1,1,48,Divorced
59947,69366,79,Self employed,11/09/2018,18,0,0,681,5,22870,0,9486,0,2yrs 0mon,3,0,47,Divorced
52203,77877,79,Self employed,15/10/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Divorced
44745,65689,79,Self employed,20/09/2018,18,0,0,738,1,44264,0,0,0,0yrs 7mon,0,0,45,Divorced
56763,69222,79,Salaried,11/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,36,Divorced
58459,71274,79,Salaried,24/10/2018,18,0,0,810,1,8681,0,0,0,0yrs 6mon,1,0,40,Divorced
53303,78870,79,Self employed,12/10/2018,18,0,0,657,5,1083617,0,13024,0,2yrs 7mon,0,0,46,Divorced
40294,72369,79,Self employed,11/09/2018,18,0,0,708,2,187031,0,110,0,0yrs 6mon,0,0,35,Divorced
59947,74506,79,Self employed,15/10/2018,18,0,0,569,2,44354,0,0,0,0yrs 11mon,0,1,46,Divorced
55983,67666,61,Salaried,21/08/2018,6,0,0,612,3,-6445,0,3273,1,1yrs 10mon,1,0,44,Married
57913,66486,61,Self employed,30/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Married
61613,70965,61,Self employed,15/09/2018,6,0,0,825,2,0,0,0,0,1yrs 0mon,2,0,44,Married
67882,73684,61,Self employed,19/09/2018,6,0,0,679,5,125331,0,6833,0,1yrs 8mon,0,0,36,Married
54959,73142,61,Self employed,19/09/2018,6,0,0,700,38,35918,0,0,0,2yrs 2mon,0,0,33,Married
55813,73142,61,Self employed,06/10/2018,6,0,0,825,4,29824,0,7146,0,0yrs 10mon,0,0,49,Married
56513,70215,61,Self employed,27/09/2018,6,0,0,771,3,667985,0,7976,0,1yrs 0mon,2,0,44,Married
60147,71312,61,Self employed,23/10/2018,6,0,0,547,10,1317937,0,1867,1,2yrs 9mon,0,1,45,Married
52906,70965,61,Self employed,24/09/2018,6,0,0,683,14,431783,0,7203,0,1yrs 2mon,2,1,33,Married
55413,64390,61,Salaried,21/10/2018,6,0,0,652,3,88418,0,2202,0,4yrs 10mon,0,1,?,Married
44649,65936,61,Self employed,27/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,52,Married
56513,65783,70,Salaried,31/10/2018,4,0,0,17,1,8,0,0,0,13yrs 6mon,0,1,44,Single
56513,77990,70,Salaried,23/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Single
42894,59956,70,Salaried,24/10/2018,4,0,0,712,10,1596280,0,12678,0,3yrs 5mon,2,0,?,Single
45849,62403,70,Salaried,17/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Single
43894,70854,70,Salaried,26/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Single
38775,65783,70,Salaried,23/10/2018,4,0,0,697,1,2229,0,777,0,0yrs 3mon,1,0,37,Single
53578,65783,70,Salaried,23/10/2018,4,0,0,648,20,928803,0,4761,1,1yrs 9mon,1,0,32,Single
49578,61634,70,Salaried,01/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,50,Single
48849,69440,70,Salaried,13/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
40894,67487,70,Self employed,21/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Single
50651,61270,70,Self employed,24/09/2018,4,0,0,473,9,1256941,0,15482,1,3yrs 4mon,1,0,46,Single
50803,85725,70,Salaried,14/08/2018,4,0,0,749,6,78365,0,1367,0,4yrs 8mon,0,0,?,Single
43894,60791,70,Salaried,12/10/2018,4,0,0,796,2,0,0,3511,0,3yrs 0mon,0,0,47,Single
37939,65372,70,Salaried,29/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Single
49803,65783,70,Salaried,27/10/2018,4,0,0,15,1,16589,0,2890,0,0yrs 0mon,1,0,34,Single
54759,70892,159,Self employed,30/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,36,Married
41394,70492,159,Salaried,08/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Married
63713,75509,159,Self employed,25/10/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,36,Married
29029,69450,159,Salaried,25/09/2018,7,0,0,661,3,492883,0,21391,0,2yrs 9mon,0,0,40,Married
39894,64316,159,Self employed,31/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Married
56159,75392,159,Self employed,11/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,56,Married
71123,109098,159,Salaried,29/09/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
62713,78298,159,Salaried,22/10/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
44349,73769,159,Salaried,19/09/2018,7,0,0,836,1,0,0,0,0,2yrs 2mon,0,0,34,Married
61947,74342,159,Self employed,31/10/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Married
57513,65839,159,Self employed,20/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,57,Married
46849,70714,159,Salaried,30/08/2018,7,0,0,688,10,118550,0,0,0,1yrs 6mon,0,0,31,Married
63447,77146,159,Salaried,22/10/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Married
56159,75392,159,Self employed,12/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,31,Married
55759,70502,159,Self employed,25/09/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Married
51803,62000,159,Self employed,20/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Married
57513,69450,159,Salaried,26/09/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,37,Married
46349,60883,159,Self employed,25/09/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Married
53803,66660,159,Self employed,25/10/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Married
53803,65839,159,Self employed,30/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,52,Married
46549,66730,159,Salaried,11/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Married
57759,76209,159,Self employed,27/09/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,34,Married
51803,66660,159,Self employed,15/09/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,52,Married
58513,73698,159,Self employed,30/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Married
62713,75517,159,Salaried,20/09/2018,7,0,0,557,1,397261,0,10090,1,0yrs 8mon,0,0,54,Married
60713,77132,159,Self employed,31/10/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Married
51803,71000,159,Self employed,12/09/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Married
34939,63316,159,Salaried,29/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
50803,65228,159,Self employed,25/09/2018,7,0,0,836,2,0,0,0,0,1yrs 5mon,0,0,55,Married
50383,70605,159,Self employed,11/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,30,Married
61447,73698,159,Salaried,21/09/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,28,Married
51803,64316,159,Self employed,18/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Married
59713,70882,159,Self employed,20/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,36,Married
59713,77132,159,Self employed,31/10/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,47,Married
55913,75392,159,Self employed,11/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Married
58513,68928,159,Self employed,20/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,40,Married
61447,75892,159,Salaried,30/08/2018,7,0,0,738,2,12052,0,0,0,0yrs 9mon,0,0,28,Married
42894,56785,159,Self employed,17/08/2018,7,0,0,571,1,23688,0,0,0,8yrs 2mon,0,0,53,Married
50803,70892,159,Salaried,22/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,32,Married
48145,59780,159,Self employed,08/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,36,Married
58013,70605,159,Self employed,08/08/2018,7,0,0,719,5,75858,0,1450,0,1yrs 9mon,0,0,35,Married
61713,79824,159,Salaried,22/10/2018,7,0,0,626,1,0,0,8013,0,5yrs 0mon,0,0,42,Married
60213,76209,159,Self employed,25/09/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Married
61713,73698,159,Self employed,17/08/2018,7,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Married
58759,77008,159,Salaried,23/10/2018,7,0,0,713,5,1410192,0,27460,0,6yrs 6mon,0,1,?,Married
